year,county,cause,sex,age_code,N
108,0309,32,2,20,1
108,0309,33,1,20,2
108,0309,33,1,21,2
108,0309,33,1,22,1
108,0309,33,1,23,1
108,0309,33,2,14,1
108,0309,33,2,16,1
108,0309,33,2,17,1
108,0309,33,2,22,2
108,0310,01,1,15,1
108,0310,01,1,18,4
108,0310,01,1,19,2
108,0310,01,1,21,1
108,0310,01,2,20,2
108,0310,03,1,19,1
108,0310,04,1,15,1
108,0310,04,1,16,1
108,0310,04,1,17,3
108,0310,04,1,18,1
108,0310,04,1,19,3
108,0310,04,1,22,1
108,0310,05,1,19,2
108,0310,05,1,23,1
108,0310,05,1,24,1
108,0310,05,2,15,1
108,0310,05,2,23,1
108,0310,07,1,14,2
108,0310,07,1,16,1
108,0310,07,1,17,1
108,0310,07,1,18,3
108,0310,07,1,19,2
108,0310,07,1,20,2
108,0310,07,1,21,3
108,0310,07,1,23,2
108,0310,07,1,24,1
108,0310,07,2,15,1
108,0310,07,2,16,2
108,0310,07,2,20,1
108,0310,07,2,21,2
108,0310,08,1,11,1
108,0310,08,1,13,1
108,0310,08,1,16,2
108,0310,08,1,17,4
108,0310,08,1,18,2
108,0310,08,1,19,2
108,0310,08,1,20,1
108,0310,08,1,22,1
108,0310,08,1,23,1
108,0310,08,2,15,1
108,0310,08,2,18,1
108,0310,08,2,19,1
108,0310,08,2,20,2
108,0310,08,2,21,3
108,0310,08,2,22,1
108,0310,09,1,22,1
108,0310,10,1,17,1
108,0310,10,1,18,1
108,0310,10,1,20,2
108,0310,10,2,18,4
108,0310,10,2,19,1
108,0310,10,2,22,2
108,0310,13,1,17,1
108,0310,13,1,18,3
108,0310,13,1,19,3
108,0310,13,1,20,1
108,0310,13,1,21,2
108,0310,13,1,22,2
108,0310,13,1,23,3
108,0310,13,1,24,2
108,0310,13,2,13,1
108,0310,13,2,15,2
108,0310,13,2,16,2
108,0310,13,2,17,2
108,0310,13,2,18,1
108,0310,13,2,19,1
108,0310,13,2,20,2
108,0310,13,2,22,1
108,0310,13,2,23,1
108,0310,17,1,23,1
108,0310,18,2,16,1
108,0310,19,2,15,2
108,0310,19,2,16,1
108,0310,19,2,17,1
108,0310,19,2,18,1
108,0310,19,2,19,1
108,0310,19,2,20,2
108,0310,22,2,17,1
108,0310,23,1,19,2
108,0310,23,1,22,1
108,0310,23,1,23,1
108,0310,26,1,17,2
108,0310,27,1,11,1
108,0310,27,1,19,1
108,0310,27,2,14,1
108,0310,27,2,15,1
108,0310,27,2,16,1
108,0310,27,2,22,1
108,0310,29,1,17,1
108,0310,29,2,16,1
108,0310,31,1,14,1
108,0310,31,1,22,1
108,0310,31,2,17,1
108,0310,31,2,18,3
108,0310,31,2,19,1
108,0310,32,1,20,1
108,0310,33,1,13,1
108,0310,33,1,16,1
108,0310,33,1,23,1
108,0310,33,2,17,1
108,0310,33,2,18,1
108,0310,33,2,19,1
108,0310,33,2,22,1
108,0310,33,2,23,1
108,0311,01,1,14,1
108,0311,01,1,15,1
108,0311,01,1,17,5
108,0311,03,1,14,1
108,0311,03,1,18,1
108,0311,04,1,16,2
108,0311,04,1,17,1
108,0311,04,1,19,1
108,0311,04,1,20,2
108,0311,04,1,22,1
108,0311,04,1,23,1
108,0311,04,2,13,1
108,0311,05,1,21,1
108,0311,07,1,18,1
108,0311,07,1,22,3
108,0311,07,1,23,1
108,0311,07,2,13,1
108,0311,07,2,19,1
108,0311,07,2,24,2
108,0311,08,1,17,1
108,0311,08,1,18,2
108,0311,08,1,19,1
108,0311,08,1,20,2
108,0311,08,1,23,1
108,0311,08,1,24,1
108,0311,08,2,20,1
108,0311,08,2,23,1
108,0311,09,2,19,1
108,0311,10,1,17,1
108,0311,10,1,20,1
108,0311,11,1,22,1
108,0311,13,1,19,1
108,0311,13,1,20,1
108,0311,13,1,21,1
108,0311,13,1,22,3
108,0311,13,2,19,1
108,0311,13,2,22,1
108,0311,13,2,24,2
108,0311,19,2,13,1
108,0311,22,2,17,1
108,0311,22,2,18,1
108,0311,23,1,20,1
108,0311,23,1,21,1
108,0311,23,1,23,1
108,0311,23,1,24,1
108,0311,23,1,25,1
108,0311,29,2,17,1
108,0311,31,1,19,1
108,0311,31,1,20,1
108,0311,31,1,21,1
108,0311,31,1,23,1
108,0311,31,2,21,1
108,0311,31,2,22,1
108,0311,32,2,12,1
108,0311,32,2,18,1
108,0311,33,1,21,2
108,0311,33,1,24,1
108,0312,01,1,13,1
108,0312,01,1,18,2
108,0312,03,1,17,1
108,0312,04,1,17,1
108,0312,04,1,18,1
108,0312,05,1,19,1
108,0312,07,1,22,1
108,0312,07,2,23,1
108,0312,07,2,24,1
108,0312,08,1,16,1
108,0312,08,1,19,2
108,0312,08,1,20,3
108,0312,08,1,22,1
108,0312,08,2,21,1
108,0312,08,2,24,1
108,0312,10,1,19,1
108,0312,13,1,15,2
108,0312,13,1,17,1
108,0312,13,1,18,2
108,0312,13,1,19,2
108,0312,13,1,20,2
108,0312,13,1,21,2
108,0312,13,2,16,1
108,0312,13,2,21,1
108,0312,13,2,22,1
108,0312,13,2,24,1
108,0312,18,1,22,1
108,0312,19,2,17,1
108,0312,19,2,22,1
108,0312,20,2,23,1
108,0312,22,2,15,1
108,0312,23,1,24,1
108,0312,26,1,22,1
108,0312,26,1,23,1
108,0312,31,2,20,1
108,0312,32,2,18,1
108,0312,32,2,23,1
108,0312,33,1,22,1
108,0312,33,2,22,1
108,0313,01,1,16,1
108,0313,01,1,18,2
108,0313,01,1,19,2
108,0313,01,2,18,1
108,0313,03,1,15,1
108,0313,03,1,16,1
108,0313,04,1,15,1
108,0313,04,1,17,2
108,0313,04,1,19,1
108,0313,07,1,15,1
108,0313,07,1,21,1
108,0313,07,1,22,1
108,0313,07,1,23,1
108,0313,07,2,13,1
108,0313,07,2,14,1
108,0313,07,2,16,1
108,0313,07,2,18,1
108,0313,07,2,20,1
108,0313,07,2,25,1
108,0313,08,1,15,1
108,0313,08,1,17,4
108,0313,08,1,18,2
108,0313,08,1,19,2
108,0313,08,1,20,3
108,0313,08,1,23,2
108,0313,08,2,17,1
108,0313,09,1,18,1
108,0313,09,2,22,1
108,0313,10,1,20,2
108,0313,10,2,19,1
108,0313,10,2,22,1
108,0313,13,1,16,1
108,0313,13,1,18,1
108,0313,13,1,19,3
108,0313,13,1,20,2
108,0313,13,1,21,4
108,0313,13,1,22,1
108,0313,13,1,23,1
108,0313,13,1,24,1
108,0313,13,2,20,1
108,0313,13,2,22,1
108,0313,19,2,14,1
108,0313,19,2,22,1
108,0313,20,2,17,1
108,0313,20,2,21,1
108,0313,23,1,21,1
108,0313,25,1,21,1
108,0313,27,1,20,1
108,0313,31,2,17,1
108,0313,32,2,17,1
108,0313,32,2,23,2
108,0313,33,1,15,1
108,0314,01,1,17,2
108,0314,01,1,18,1
108,0314,01,1,19,1
108,0314,01,1,21,1
108,0314,01,2,23,1
108,0314,03,1,16,1
108,0314,04,1,16,1
108,0314,04,1,19,1
108,0314,05,1,17,1
108,0314,05,1,18,1
108,0314,05,1,21,1
108,0314,05,2,19,1
108,0314,05,2,23,1
108,0314,05,2,25,1
108,0314,07,1,21,1
108,0314,07,1,22,2
108,0314,07,2,23,1
108,0314,07,2,24,1
108,0314,07,2,25,2
108,0314,08,1,16,1
108,0314,08,1,18,1
108,0314,08,1,20,2
108,0314,08,1,23,1
108,0314,08,1,24,3
108,0314,08,2,20,1
108,0314,08,2,21,1
108,0314,08,2,23,1
108,0314,09,2,19,1
108,0314,10,1,18,1
108,0314,10,1,22,1
108,0314,13,1,16,1
108,0314,13,1,18,2
108,0314,13,1,21,1
108,0314,13,1,22,2
108,0314,13,2,17,1
108,0314,13,2,22,2
108,0314,13,2,24,1
108,0314,19,2,22,1
108,0314,20,2,16,2
108,0314,20,2,21,1
108,0314,21,2,16,1
108,0314,22,2,20,1
108,0314,23,1,21,1
108,0314,23,1,22,1
108,0314,23,1,24,1
108,0314,26,1,23,1
108,0314,27,1,23,1
108,0314,32,2,22,1
108,0314,33,1,21,1
108,0314,33,2,19,1
108,0314,33,2,21,1
108,0315,01,1,17,3
108,0315,01,1,18,2
108,0315,01,1,19,2
108,0315,01,1,21,1
108,0315,01,2,18,1
108,0315,02,1,18,1
108,0315,03,1,14,1
108,0315,03,1,16,1
108,0315,03,1,21,1
108,0315,04,1,16,1
108,0315,04,1,17,3
108,0315,04,1,19,1
108,0315,04,1,20,1
108,0315,04,2,19,1
108,0315,05,1,20,1
108,0315,05,1,21,1
108,0315,05,1,22,1
108,0315,05,2,18,1
108,0315,05,2,22,1
108,0315,05,2,24,1
108,0315,07,1,15,1
108,0315,07,1,16,1
108,0315,07,1,18,1
108,0315,07,1,19,1
108,0315,07,1,20,2
108,0315,07,1,21,3
108,0315,07,1,22,1
108,0315,07,2,15,1
108,0315,07,2,19,2
108,0315,07,2,21,1
108,0315,07,2,23,1
108,0315,07,2,24,1
108,0315,08,1,15,1
108,0315,08,1,16,1
108,0315,08,1,17,2
108,0315,08,1,18,3
108,0315,08,1,19,4
108,0315,08,1,21,1
108,0315,08,1,22,1
108,0315,08,1,23,1
108,0315,08,1,24,1
108,0315,08,2,18,1
108,0315,08,2,19,1
108,0315,08,2,21,3
108,0315,08,2,22,1
108,0315,09,1,19,1
108,0315,09,1,24,1
108,0315,10,1,19,2
108,0315,10,1,21,1
108,0315,10,1,23,1
108,0315,10,2,17,1
108,0315,10,2,18,1
108,0315,10,2,19,1
108,0315,10,2,20,2
108,0315,10,2,21,1
108,0315,10,2,22,2
108,0315,12,1,18,1
108,0315,13,1,16,1
108,0315,13,1,17,2
108,0315,13,1,18,1
108,0315,13,1,19,2
108,0315,13,1,20,3
108,0315,13,1,21,1
108,0315,13,1,22,1
108,0315,13,1,25,1
108,0315,13,2,17,2
108,0315,13,2,18,1
108,0315,13,2,20,2
108,0315,13,2,21,2
108,0315,13,2,22,2
108,0315,13,2,23,3
108,0315,17,2,17,1
108,0315,17,2,24,1
108,0315,18,1,19,1
108,0315,18,1,21,1
108,0315,19,2,13,1
108,0315,19,2,14,1
108,0315,19,2,15,1
108,0315,19,2,17,1
108,0315,19,2,19,1
108,0315,19,2,20,1
108,0315,20,2,17,1
108,0315,20,2,19,1
108,0315,21,2,16,1
108,0315,21,2,18,1
108,0315,22,2,17,1
108,0315,22,2,20,1
108,0315,22,2,22,1
108,0315,23,1,18,1
108,0315,23,1,20,2
108,0315,23,1,23,1
108,0315,25,2,19,1
108,0315,26,1,16,1
108,0315,26,2,23,1
108,0315,27,1,14,1
108,0315,29,2,21,1
108,0315,31,1,10,1
108,0315,31,1,16,1
108,0315,31,1,22,2
108,0315,31,2,16,1
108,0315,31,2,20,1
108,0315,31,2,22,1
108,0315,32,2,19,1
108,0315,32,2,22,1
108,0315,32,2,24,1
108,0315,33,1,23,1
108,0315,33,2,18,1
108,0316,01,1,15,1
108,0316,01,1,16,2
108,0316,01,1,17,1
108,0316,01,1,19,3
108,0316,01,1,20,1
108,0316,01,1,21,1
108,0316,03,1,21,1
108,0316,04,1,14,1
108,0316,04,1,17,4
108,0316,04,1,18,2
108,0316,04,1,20,1
108,0316,05,1,16,2
108,0316,05,1,17,1
108,0316,05,1,18,1
108,0316,05,1,24,1
108,0316,05,2,17,2
108,0316,05,2,22,1
108,0316,07,1,13,1
108,0316,07,1,16,1
108,0316,07,1,19,2
108,0316,07,1,21,2
108,0316,07,1,23,2
108,0316,07,1,24,1
108,0316,07,2,14,1
108,0316,07,2,19,1
108,0316,07,2,24,1
108,0316,08,1,16,1
108,0316,08,1,17,1
108,0316,08,1,18,2
108,0316,08,1,19,2
108,0316,08,1,20,1
108,0316,08,1,21,1
108,0316,08,1,22,1
108,0316,08,2,19,1
108,0316,08,2,20,1
108,0316,08,2,21,1
108,0316,08,2,22,1
108,0316,09,1,18,1
108,0316,09,1,21,1
108,0316,09,1,23,1
108,0316,09,2,16,1
108,0316,10,1,16,1
108,0316,10,1,18,2
108,0316,10,1,19,1
108,0316,10,2,19,1
108,0316,10,2,23,1
108,0316,12,1,19,1
108,0316,13,1,17,1
108,0316,13,1,18,2
108,0316,13,1,19,2
108,0316,13,1,20,3
108,0316,13,1,21,4
108,0316,13,1,22,2
108,0316,13,1,23,3
108,0316,13,1,24,2
108,0316,13,2,18,1
108,0316,13,2,19,1
108,0316,13,2,22,1
108,0316,13,2,23,1
108,0316,17,1,20,1
108,0316,18,1,14,1
108,0316,18,1,23,1
108,0316,18,2,24,1
108,0316,19,2,18,2
108,0316,19,2,20,1
108,0316,19,2,22,1
108,0316,20,2,24,1
108,0316,21,2,17,1
108,0316,21,2,18,1
108,0316,22,2,19,1
108,0316,22,2,21,1
108,0316,23,1,19,1
108,0316,23,1,21,2
108,0316,23,1,22,4
108,0316,26,1,20,1
108,0316,26,1,23,2
108,0316,26,1,24,1
108,0316,27,2,21,1
108,0316,27,2,24,1
108,0316,31,1,18,1
108,0316,31,1,22,2
108,0316,32,1,17,1
108,0316,32,1,19,1
108,0316,32,1,20,1
108,0316,33,1,16,1
108,0316,33,1,17,1
108,0316,33,2,23,1
108,0317,01,1,14,1
108,0317,01,1,16,1
108,0317,01,1,17,2
108,0317,01,1,18,3
108,0317,01,1,19,1
108,0317,01,1,20,1
108,0317,01,1,21,1
108,0317,01,1,23,1
108,0317,01,2,19,1
108,0317,02,2,18,1
108,0317,03,1,22,1
108,0317,04,1,17,3
108,0317,05,1,15,1
108,0317,05,1,19,1
108,0317,05,1,20,1
108,0317,05,1,22,2
108,0317,05,1,24,1
108,0317,05,2,16,1
108,0317,05,2,20,1
108,0317,05,2,22,1
108,0317,05,2,25,1
108,0317,07,1,14,1
108,0317,07,1,15,1
108,0317,07,1,19,1
108,0317,07,1,20,1
108,0317,07,1,21,1
108,0317,07,1,22,1
108,0317,07,2,21,1
108,0317,07,2,22,3
108,0317,07,2,23,1
108,0317,08,1,14,1
108,0317,08,1,15,2
108,0317,08,1,16,1
108,0317,08,1,17,2
108,0317,08,1,18,5
108,0317,08,1,19,3
108,0317,08,1,20,2
108,0317,08,1,21,2
108,0317,08,1,22,3
108,0317,08,2,18,1
108,0317,08,2,19,1
108,0317,08,2,21,1
108,0317,08,2,22,2
108,0317,08,2,23,1
108,0317,10,1,19,1
108,0317,10,1,20,1
108,0317,10,1,22,1
108,0317,10,1,23,1
108,0317,10,2,18,1
108,0317,10,2,19,2
108,0317,13,1,13,1
108,0317,13,1,15,1
108,0317,13,1,17,3
108,0317,13,1,18,2
108,0317,13,1,19,4
108,0317,13,1,20,5
108,0317,13,1,21,1
108,0317,13,1,22,1
108,0317,13,1,23,1
108,0317,13,2,14,1
108,0317,13,2,16,2
108,0317,13,2,18,1
108,0317,13,2,20,1
108,0317,13,2,21,2
108,0317,13,2,22,2
108,0317,17,1,15,1
108,0317,17,1,20,2
108,0317,17,1,21,1
108,0317,17,2,21,1
108,0317,18,1,21,1
108,0317,19,2,14,1
108,0317,19,2,18,2
108,0317,19,2,21,1
108,0317,19,2,24,1
108,0317,21,2,17,1
108,0317,21,2,20,1
108,0317,22,2,10,1
108,0317,22,2,16,1
108,0317,22,2,20,1
108,0317,23,1,23,1
108,0317,26,1,25,1
108,0317,27,2,08,1
108,0317,31,1,20,1
108,0317,31,2,18,1
108,0317,31,2,22,1
108,0317,32,1,20,1
108,0317,32,2,08,1
108,0317,33,1,21,3
108,0317,33,2,12,1
108,0317,33,2,20,2
108,0317,33,2,22,3
108,0318,01,1,13,1
108,0318,01,1,15,1
108,0318,01,1,16,2
108,0318,01,1,17,4
108,0318,01,1,20,1
108,0318,01,1,23,2
108,0318,01,2,20,1
108,0318,02,1,17,1
108,0318,03,1,15,1
108,0318,03,2,18,1
108,0318,04,1,14,1
108,0318,04,1,15,1
108,0318,04,1,16,1
108,0318,04,1,17,1
108,0318,04,1,20,1
108,0318,04,1,21,1
108,0318,05,1,21,1
108,0318,05,1,22,1
108,0318,05,1,24,2
108,0318,05,2,18,1
108,0318,06,1,23,1
108,0318,07,1,18,1
108,0318,07,1,19,2
108,0318,07,1,20,2
108,0318,07,1,22,4
108,0318,07,1,23,1
108,0318,07,2,18,1
108,0318,07,2,19,1
108,0318,07,2,20,3
108,0318,07,2,22,1
108,0318,07,2,23,4
108,0318,08,1,13,1
108,0318,08,1,17,3
108,0318,08,1,18,1
108,0318,08,1,19,1
108,0318,08,1,20,1
108,0318,08,1,21,3
108,0318,08,1,22,1
108,0318,08,1,23,1
108,0318,08,1,24,1
108,0318,08,2,18,1
108,0318,08,2,20,1
108,0318,08,2,21,1
108,0318,08,2,22,1
108,0318,08,2,24,1
108,0318,09,2,17,1
108,0318,09,2,19,1
108,0318,09,2,21,1
108,0318,10,2,22,1
108,0318,10,2,23,1
108,0318,12,1,17,1
108,0318,12,1,19,1
108,0318,12,1,24,1
108,0318,12,2,21,1
108,0318,13,1,16,1
108,0318,13,1,17,2
108,0318,13,1,18,1
108,0318,13,1,19,3
108,0318,13,1,20,6
108,0318,13,1,22,4
108,0318,13,1,23,2
108,0318,13,1,24,1
108,0318,13,2,16,1
108,0318,13,2,18,1
108,0318,16,2,23,1
108,0318,17,2,22,1
108,0318,19,2,14,1
108,0318,19,2,16,1
108,0318,19,2,17,1
108,0318,19,2,18,2
108,0318,19,2,21,1
108,0318,19,2,25,1
108,0318,20,2,14,1
108,0318,20,2,16,2
108,0318,20,2,18,1
108,0318,20,2,20,1
108,0318,20,2,21,1
108,0318,23,1,19,2
108,0318,23,1,21,1
108,0318,23,1,22,1
108,0318,23,1,23,1
108,0318,25,1,20,1
108,0318,27,1,19,1
108,0318,27,2,21,1
108,0318,31,1,18,1
108,0318,31,1,23,1
108,0318,32,1,14,1
108,0318,32,1,21,1
108,0318,33,1,19,1
108,0318,33,1,21,1
108,0318,33,2,21,1
108,0318,33,2,22,1
108,0318,33,2,23,1
108,0319,01,1,14,1
108,0319,01,1,15,1
108,0319,01,1,16,3
108,0319,01,1,17,6
108,0319,01,1,18,5
108,0319,01,1,19,3
108,0319,01,1,23,1
108,0319,02,1,19,1
108,0319,02,2,09,1
108,0319,03,1,16,2
108,0319,03,1,20,2
108,0319,03,1,23,1
108,0319,03,2,17,1
108,0319,04,1,14,2
108,0319,04,1,15,2
108,0319,04,1,16,2
108,0319,04,1,17,4
108,0319,04,1,18,4
108,0319,04,1,19,3
108,0319,04,1,20,2
108,0319,04,1,21,1
108,0319,04,2,17,1
108,0319,04,2,21,2
108,0319,04,2,22,1
108,0319,05,1,13,1
108,0319,05,1,15,1
108,0319,05,1,17,1
108,0319,05,1,19,2
108,0319,05,1,23,1
108,0319,05,2,17,1
108,0319,05,2,22,2
108,0319,07,1,14,1
108,0319,07,1,15,1
108,0319,07,1,16,1
108,0319,07,1,18,4
108,0319,07,1,19,3
108,0319,07,1,21,1
108,0319,07,1,22,1
108,0319,07,1,23,1
108,0319,07,1,24,3
108,0319,07,2,12,1
108,0319,07,2,15,3
108,0319,07,2,16,2
108,0319,07,2,17,1
108,0319,07,2,18,1
108,0319,07,2,20,1
108,0319,07,2,21,3
108,0319,07,2,22,2
108,0319,07,2,23,2
108,0319,07,2,24,2
108,0319,08,1,15,1
108,0319,08,1,16,2
108,0319,08,1,17,6
108,0319,08,1,18,8
108,0319,08,1,19,14
108,0319,08,1,20,2
108,0319,08,1,21,4
108,0319,08,1,22,4
108,0319,08,1,23,4
108,0319,08,1,24,2
108,0319,08,2,15,1
108,0319,08,2,17,1
108,0319,08,2,19,3
108,0319,08,2,20,2
108,0319,08,2,21,1
108,0319,08,2,22,3
108,0319,08,2,23,1
108,0319,09,1,16,1
108,0319,09,1,17,1
108,0319,09,1,20,2
108,0319,09,2,18,1
108,0319,09,2,21,1
108,0319,10,1,15,1
108,0319,10,1,18,1
108,0319,10,1,19,2
108,0319,10,1,20,2
108,0319,10,1,21,1
108,0319,10,1,24,1
108,0319,10,2,16,1
108,0319,10,2,17,1
108,0319,10,2,20,1
108,0319,10,2,23,1
108,0319,10,2,24,1
108,0319,13,1,12,1
108,0319,13,1,13,1
108,0319,13,1,14,1
108,0319,13,1,15,3
108,0319,13,1,16,2
108,0319,13,1,17,5
108,0319,13,1,18,9
108,0319,13,1,19,6
108,0319,13,1,20,7
108,0319,13,1,21,4
108,0319,13,1,22,3
108,0319,13,1,23,2
108,0319,13,1,24,1
108,0319,13,2,16,1
108,0319,13,2,17,2
108,0319,13,2,18,3
108,0319,13,2,19,3
108,0319,13,2,20,1
108,0319,13,2,21,1
108,0319,13,2,22,4
108,0319,13,2,23,3
108,0319,14,1,18,1
108,0319,14,2,16,1
108,0319,16,2,18,1
108,0319,17,1,23,1
108,0319,17,2,21,1
108,0319,18,1,17,1
108,0319,19,2,13,1
108,0319,19,2,14,1
108,0319,19,2,15,2
108,0319,19,2,16,5
108,0319,19,2,17,7
108,0319,19,2,18,3
108,0319,19,2,19,1
108,0319,19,2,23,1
108,0319,19,2,24,1
108,0319,20,2,14,1
108,0319,20,2,17,3
108,0319,20,2,20,1
108,0319,21,2,17,1
108,0319,21,2,22,1
108,0319,22,2,14,1
108,0319,22,2,15,1
108,0319,22,2,18,1
108,0319,22,2,19,2
108,0319,22,2,20,1
108,0319,23,1,19,1
108,0319,23,1,20,2
108,0319,23,1,22,2
108,0319,23,1,23,3
108,0319,23,1,24,1
108,0319,23,1,25,1
108,0319,25,1,13,1
108,0319,25,1,17,1
108,0319,25,1,18,1
108,0319,25,1,24,1
108,0319,25,2,19,1
108,0319,26,1,21,2
108,0319,26,1,23,1
108,0319,26,2,12,1
108,0319,26,2,22,1
108,0319,27,1,14,1
108,0319,27,1,18,2
108,0319,27,1,19,1
108,0319,27,2,08,2
108,0319,27,2,19,1
108,0319,29,1,17,1
108,0319,31,1,15,1
108,0319,31,1,16,1
108,0319,31,1,17,2
108,0319,31,1,21,1
108,0319,31,1,22,2
108,0319,31,2,17,1
108,0319,32,1,07,1
108,0319,32,1,17,2
108,0319,32,1,22,1
108,0319,32,2,12,1
108,0319,32,2,15,1
108,0319,32,2,18,1
108,0319,32,2,19,2
108,0319,32,2,20,1
108,0319,32,2,22,1
108,0319,33,1,16,3
108,0319,33,1,17,2
108,0319,33,1,18,2
108,0319,33,1,19,1
108,0319,33,1,22,1
108,0319,33,2,12,1
108,0319,33,2,18,2
108,0319,33,2,19,2
108,0319,33,2,20,1
108,0319,33,2,22,2
108,0319,33,2,23,3
108,0320,01,1,13,1
108,0320,01,1,15,2
108,0320,01,1,16,4
108,0320,01,1,17,3
108,0320,01,1,18,5
108,0320,01,1,19,4
108,0320,01,1,20,2
108,0320,01,1,21,1
108,0320,01,1,23,2
108,0320,01,1,24,1
108,0320,01,2,18,1
108,0320,01,2,19,2
108,0320,01,2,21,1
108,0320,03,1,13,1
108,0320,03,1,17,1
108,0320,03,1,18,1
108,0320,03,1,19,1
108,0320,03,1,21,3
108,0320,04,1,15,2
108,0320,04,1,16,3
108,0320,04,1,17,2
108,0320,04,1,18,6
108,0320,04,1,19,2
108,0320,04,1,20,1
108,0320,04,1,21,2
108,0320,05,1,16,1
108,0320,05,1,17,3
108,0320,05,1,18,2
108,0320,05,1,19,4
108,0320,05,1,20,1
108,0320,05,1,24,1
108,0320,05,2,15,1
108,0320,05,2,16,2
108,0320,05,2,18,1
108,0320,05,2,19,2
108,0320,05,2,21,4
108,0320,05,2,23,1
108,0320,06,1,20,1
108,0320,07,1,15,2
108,0320,07,1,16,4
108,0320,07,1,18,3
108,0320,07,1,19,4
108,0320,07,1,20,1
108,0320,07,1,21,3
108,0320,07,1,22,3
108,0320,07,1,23,1
108,0320,07,1,24,1
108,0320,07,2,14,2
108,0320,07,2,16,1
108,0320,07,2,17,4
108,0320,07,2,18,2
108,0320,07,2,19,1
108,0320,07,2,20,1
108,0320,07,2,21,2
108,0320,07,2,22,2
108,0320,07,2,24,3
108,0320,08,1,13,1
108,0320,08,1,15,2
108,0320,08,1,16,5
108,0320,08,1,17,7
108,0320,08,1,18,8
108,0320,08,1,19,5
108,0320,08,1,20,7
108,0320,08,1,21,4
108,0320,08,1,22,2
108,0320,08,1,23,1
108,0320,08,2,18,3
108,0320,08,2,19,3
108,0320,08,2,20,5
108,0320,08,2,21,2
108,0320,08,2,22,2
108,0320,08,2,23,3
108,0320,08,2,24,2
108,0320,09,1,23,1
108,0320,10,1,16,1
108,0320,10,1,17,1
108,0320,10,1,18,1
108,0320,10,1,21,3
108,0320,10,1,22,1
108,0320,10,1,23,1
108,0320,10,2,16,1
108,0320,10,2,17,4
108,0320,10,2,18,1
108,0320,10,2,21,2
108,0320,10,2,22,1
108,0320,10,2,23,1
108,0320,12,1,17,1
108,0320,13,1,14,2
108,0320,13,1,16,3
108,0320,13,1,17,5
108,0320,13,1,18,5
108,0320,13,1,19,3
108,0320,13,1,20,5
108,0320,13,1,21,4
108,0320,13,1,22,6
108,0320,13,1,23,4
108,0320,13,1,24,1
108,0320,13,2,14,1
108,0320,13,2,15,1
108,0320,13,2,16,1
108,0320,13,2,17,1
108,0320,13,2,18,5
108,0320,13,2,19,8
108,0320,13,2,21,2
108,0320,13,2,23,3
108,0320,13,2,24,1
108,0320,15,1,12,1
108,0320,15,2,12,1
108,0320,16,2,09,1
108,0320,17,1,24,1
108,0320,18,1,11,1
108,0320,18,2,20,1
108,0320,19,2,15,2
108,0320,19,2,16,1
108,0320,19,2,17,3
108,0320,19,2,18,1
108,0320,19,2,19,3
108,0320,19,2,22,2
108,0320,20,2,14,1
108,0320,20,2,16,1
108,0320,20,2,17,1
108,0320,20,2,19,2
108,0320,20,2,22,1
108,0320,20,2,24,1
108,0320,21,2,17,1
108,0320,21,2,18,2
108,0320,21,2,19,1
108,0320,21,2,23,1
108,0320,22,2,13,1
108,0320,22,2,17,1
108,0320,22,2,18,1
108,0320,22,2,22,1
108,0320,23,1,18,1
108,0320,23,1,20,1
108,0320,23,1,22,1
108,0320,23,1,23,2
108,0320,23,1,24,3
108,0320,25,1,18,1
108,0320,25,1,24,1
108,0320,25,2,23,1
108,0320,26,1,17,1
108,0320,26,1,18,1
108,0320,26,1,19,3
108,0320,26,1,20,2
108,0320,26,1,21,1
108,0320,26,1,22,1
108,0320,26,1,23,2
108,0320,26,2,20,1
108,0320,26,2,21,1
108,0320,26,2,22,2
108,0320,27,1,14,1
108,0320,27,1,15,1
108,0320,27,1,18,1
108,0320,27,1,21,1
108,0320,29,2,17,1
108,0320,31,1,18,1
108,0320,31,1,19,2
108,0320,31,1,20,1
108,0320,31,1,22,1
108,0320,31,2,18,1
108,0320,31,2,23,1
108,0320,32,1,11,1
108,0320,32,1,17,1
108,0320,32,1,22,1
108,0320,32,2,18,1
108,0320,32,2,20,1
108,0320,32,2,24,1
108,0320,33,1,16,1
108,0320,33,1,18,3
108,0320,33,1,19,1
108,0320,33,1,20,1
108,0320,33,2,14,1
108,0320,33,2,16,1
108,0320,33,2,17,1
108,0320,33,2,18,1
108,0320,33,2,19,1
108,0320,33,2,20,1
108,0320,33,2,21,2
108,0320,33,2,24,1
108,0321,01,1,20,1
108,0321,05,1,18,2
108,0321,06,1,23,1
108,0321,07,1,24,1
108,0321,07,2,17,1
108,0321,08,1,17,1
108,0321,08,2,17,1
108,0321,09,1,19,1
108,0321,10,1,17,1
108,0321,10,1,19,1
108,0321,10,2,23,1
108,0321,13,1,18,1
108,0321,13,1,19,1
108,0321,13,1,23,3
108,0321,19,2,21,2
108,0321,22,2,18,1
108,0321,23,1,16,1
108,0321,26,1,23,1
108,0321,26,2,20,1
108,0321,29,2,23,1
108,0321,31,1,25,1
108,0321,32,2,22,1
108,0321,33,1,17,1
108,0321,33,1,23,2
108,0322,01,1,15,1
108,0322,01,1,17,1
108,0322,01,1,18,2
108,0322,01,1,20,1
108,0322,03,1,15,1
108,0322,03,1,17,1
